success,source_grid,target_load_A,ref_slew_us,undershoot_mV,final_vout_error_mV,skip_count_est,settle_time_us,final_phase_spacing_std_ns,tradeoff_score,score_settle005,score_settle010,target_label,load_drop_A,load_drop_norm,objective,alpha_settle,objective_score,t_scaled,phase_std_scaled,settle_scaled,skip_risk,bias,t2,alpha_t,alpha_t2,drop_t,drop_t2,is_20A,is_10A,is_near0A,skip_t,phase_t,settle_alpha,delay_available_online,proxy_boundary
True,fine,10.0,62,4.73912126375797,-0.547343816873713,1,27.3860000000001,85.3659235830467,8.99378355229262,10.363083552292624,11.73238355229263,10A,30.0,0.75,base,0.0,8.99378355229262,0.05,0.853659235830467,0.547720000000002,1,1.0,0.0025,0.0,0.0,0.0375,0.001875,0.0,1.0,0.0,0.05,0.0426829617915233,0.0,False,post-event metrics are labels/calibration targets; online policy may use only target/load/objective/T_slew/tau and precomputed proxy values
True,fine,10.0,64,4.73912126375797,-0.553352425639919,1,26.806,79.8608638549349,8.88969096649659,10.22999096649659,11.57029096649659,10A,30.0,0.75,base,0.0,8.88969096649659,0.1,0.798608638549349,0.53612,1,1.0,0.01,0.0,0.0,0.075,0.0075,0.0,1.0,0.0,0.1,0.0798608638549349,0.0,False,post-event metrics are labels/calibration targets; online policy may use only target/load/objective/T_slew/tau and precomputed proxy values
True,fine,10.0,66,4.72731862835063,-0.58614317505068,1,31.35,109.754374524763,9.50854929389657,11.07604929389657,12.64354929389657,10A,30.0,0.75,base,0.0,9.50854929389657,0.15,1.09754374524763,0.627,1,1.0,0.0225,0.0,0.0,0.1124999999999999,0.016875,0.0,1.0,0.0,0.15,0.1646315617871445,0.0,False,post-event metrics are labels/calibration targets; online policy may use only target/load/objective/T_slew/tau and precomputed proxy values
True,fine,10.0,68,4.72731862835063,-0.568397576283686,1,29.1340000000001,90.213537699728,9.09998695862888,10.556686958628886,12.01338695862889,10A,30.0,0.75,base,0.0,9.09998695862888,0.2,0.90213537699728,0.582680000000002,1,1.0,0.04,0.0,0.0,0.15,0.03,0.0,1.0,0.0,0.2,0.180427075399456,0.0,False,post-event metrics are labels/calibration targets; online policy may use only target/load/objective/T_slew/tau and precomputed proxy values
True,fine,10.0,70,4.67957001179586,-0.539329341692429,1,30.79,75.9411003028226,8.73772135954474,10.27722135954474,11.81672135954474,10A,30.0,0.75,base,0.0,8.73772135954474,0.25,0.7594110030282261,0.6158,1,1.0,0.0625,0.0,0.0,0.1875,0.046875,0.0,1.0,0.0,0.25,0.1898527507570565,0.0,False,post-event metrics are labels/calibration targets; online policy may use only target/load/objective/T_slew/tau and precomputed proxy values
True,dense_long,10.0,80,4.63087064829415,-0.550516960481362,1,34.286,82.1829076099372,8.82504576097426,10.5393457609743,12.2536457609743,10A,30.0,0.75,base,0.0,8.82504576097426,0.5,0.8218290760993721,0.68572,1,1.0,0.25,0.0,0.0,0.375,0.1875,0.0,1.0,0.0,0.5,0.410914538049686,0.0,False,post-event metrics are labels/calibration targets; online policy may use only target/load/objective/T_slew/tau and precomputed proxy values
True,fine,10.0,84,4.63087064829415,-0.563127241137051,1,37.682,85.3699169914353,8.90139622925991,10.78549622925991,12.669596229259913,10A,30.0,0.75,base,0.0,8.90139622925991,0.6,0.853699169914353,0.7536400000000001,1,1.0,0.36,0.0,0.0,0.4499999999999999,0.27,0.0,1.0,0.0,0.6,0.5122195019486118,0.0,False,post-event metrics are labels/calibration targets; online policy may use only target/load/objective/T_slew/tau and precomputed proxy values
True,fine,10.0,86,4.60382233665269,-0.557554828492401,1,38.788,82.2236878793438,8.80585092273196,10.74525092273196,12.68465092273196,10A,30.0,0.75,base,0.0,8.80585092273196,0.65,0.822236878793438,0.7757599999999999,1,1.0,0.4225,0.0,0.0,0.4875,0.316875,0.0,1.0,0.0,0.65,0.5344539712157347,0.0,False,post-event metrics are labels/calibration targets; online policy may use only target/load/objective/T_slew/tau and precomputed proxy values
True,fine,10.0,88,4.60382233665269,-0.548929887930871,1,38.824,82.04342139712,8.79362065252596,10.73482065252596,12.67602065252596,10A,30.0,0.75,base,0.0,8.79362065252596,0.7,0.8204342139712,0.77648,1,1.0,0.4899999999999999,0.0,0.0,0.5249999999999999,0.3674999999999999,0.0,1.0,0.0,0.7,0.5743039497798399,0.0,False,post-event metrics are labels/calibration targets; online policy may use only target/load/objective/T_slew/tau and precomputed proxy values
True,fine,10.0,90,4.60382233665269,-0.572864232271431,1,38.292,97.1049012859554,9.11878459464323,11.03338459464323,12.94798459464323,10A,30.0,0.75,base,0.0,9.11878459464323,0.75,0.971049012859554,0.7658400000000001,1,1.0,0.5625,0.0,0.0,0.5625,0.421875,0.0,1.0,0.0,0.75,0.7282867596446655,0.0,False,post-event metrics are labels/calibration targets; online policy may use only target/load/objective/T_slew/tau and precomputed proxy values
True,fine,10.0,92,4.60382233665269,-0.552071191853742,1,40.572,88.2172335939625,8.92023820038568,10.948838200385682,12.97743820038568,10A,30.0,0.75,base,0.0,8.92023820038568,0.8,0.8821723359396251,0.81144,1,1.0,0.6400000000000001,0.0,0.0,0.6000000000000001,0.4800000000000001,0.0,1.0,0.0,0.8,0.7057378687517001,0.0,False,post-event metrics are labels/calibration targets; online policy may use only target/load/objective/T_slew/tau and precomputed proxy values
True,dense_long,10.0,100,4.57679637764241,-0.574748610088882,1,45.676,101.157860079421,9.17470218931971,11.4585021893197,13.7423021893197,10A,30.0,0.75,base,0.0,9.17470218931971,1.0,1.01157860079421,0.91352,1,1.0,1.0,0.0,0.0,0.75,0.75,0.0,1.0,0.0,1.0,1.01157860079421,0.0,False,post-event metrics are labels/calibration targets; online policy may use only target/load/objective/T_slew/tau and precomputed proxy values
True,dense_long,10.0,120,4.53410803498733,-0.563962023550801,1,53.222,90.7097302281097,8.91226466310032,11.5733646631003,14.2344646631003,10A,30.0,0.75,base,0.0,8.91226466310032,1.5,0.9070973022810972,1.06444,1,1.0,2.25,0.0,0.0,1.125,1.6875,0.0,1.0,0.0,1.5,1.3606459534216455,0.0,False,post-event metrics are labels/calibration targets; online policy may use only target/load/objective/T_slew/tau and precomputed proxy values
True,dense_long,10.0,20,5.74633523237844,-0.54830282670304,1,10.676,83.5119725209874,9.96487750950123,10.4986775095012,11.0324775095012,10A,30.0,0.75,score_settle005,0.05,10.4986775095012,-1.0,0.835119725209874,0.21352,1,1.0,1.0,-0.05,0.05,-0.75,0.75,0.0,1.0,0.0,-1.0,-0.835119725209874,0.010676,False,post-event metrics are labels/calibration targets; online policy may use only target/load/objective/T_slew/tau and precomputed proxy values
True,dense_long,10.0,30,5.25500364116427,-0.570905468897598,1,10.186,108.860001837568,10.0031091468132,10.5124091468132,11.0217091468132,10A,30.0,0.75,score_settle005,0.05,10.5124091468132,-0.75,1.08860001837568,0.20372,1,1.0,0.5625,-0.0375,0.028125,-0.5625,0.421875,0.0,1.0,0.0,-0.75,-0.8164500137817601,0.010186,False,post-event metrics are labels/calibration targets; online policy may use only target/load/objective/T_slew/tau and precomputed proxy values
True,fine,10.0,32,5.18878165533221,-0.562518734228412,1,10.158,88.2482723669349,9.51626583689932,10.02416583689932,10.53206583689932,10A,30.0,0.75,score_settle005,0.05,10.02416583689932,-0.7,0.882482723669349,0.2031599999999999,1,1.0,0.4899999999999999,-0.0349999999999999,0.0244999999999999,-0.5249999999999999,0.3674999999999999,0.0,1.0,0.0,-0.7,-0.6177379065685442,0.010158,False,post-event metrics are labels/calibration targets; online policy may use only target/load/objective/T_slew/tau and precomputed proxy values
True,fine,10.0,34,5.14617078943369,-0.548709062765607,1,15.2280000000001,88.0342564174254,9.45556498054781,10.216964980547816,10.97836498054782,10A,30.0,0.75,score_settle005,0.05,10.216964980547816,-0.65,0.8803425641742539,0.304560000000002,1,1.0,0.4225,-0.0325,0.021125,-0.4875,0.316875,0.0,1.0,0.0,-0.65,-0.572222666713265,0.0152280000000001,False,post-event metrics are labels/calibration targets; online policy may use only target/load/objective/T_slew/tau and precomputed proxy values
True,fine,10.0,35,5.11898044713011,-0.568419447597668,1,15.2600000000001,103.153937629081,9.75047864730939,10.513478647309396,11.2764786473094,10A,30.0,0.75,score_settle005,0.05,10.513478647309396,-0.625,1.03153937629081,0.3052000000000019,1,1.0,0.390625,-0.03125,0.01953125,-0.46875,0.29296875,0.0,1.0,0.0,-0.625,-0.6447121101817563,0.0152600000000001,False,post-event metrics are labels/calibration targets; online policy may use only target/load/objective/T_slew/tau and precomputed proxy values
True,fine,10.0,36,5.0918022187646,-0.574544109034236,1,15.314,100.557235323066,9.67749103426016,10.44319103426016,11.20889103426016,10A,30.0,0.75,score_settle005,0.05,10.44319103426016,-0.6,1.00557235323066,0.30628,1,1.0,0.36,-0.03,0.018,-0.4499999999999999,0.27,0.0,1.0,0.0,-0.6,-0.6033434119383959,0.015314,False,post-event metrics are labels/calibration targets; online policy may use only target/load/objective/T_slew/tau and precomputed proxy values
True,fine,10.0,38,5.053006358959,-0.543134050420835,1,17.5560000000001,87.5577731351425,9.34729587208269,10.225095872082694,11.1028958720827,10A,30.0,0.75,score_settle005,0.05,10.225095872082694,-0.55,0.875577731351425,0.351120000000002,1,1.0,0.3025,-0.0275,0.015125,-0.4125,0.226875,0.0,1.0,0.0,-0.55,-0.4815677522432838,0.0175560000000001,False,post-event metrics are labels/calibration targets; online policy may use only target/load/objective/T_slew/tau and precomputed proxy values
True,dense_long,10.0,40,5.01028636671008,-0.54894246574877,1,17.534,91.29556151628,9.38514006278445,10.2618400627844,11.1385400627845,10A,30.0,0.75,score_settle005,0.05,10.2618400627844,-0.5,0.9129556151628,0.35068,1,1.0,0.25,-0.025,0.0125,-0.375,0.1875,0.0,1.0,0.0,-0.5,-0.4564778075814,0.017534,False,post-event metrics are labels/calibration targets; online policy may use only target/load/objective/T_slew/tau and precomputed proxy values
True,dense_long,10.0,50,4.84748739227403,-0.538008058053707,1,20.5380000000001,79.7841311007952,8.98117807234364,10.0080780723436,11.0349780723436,10A,30.0,0.75,score_settle005,0.05,10.0080780723436,-0.25,0.797841311007952,0.410760000000002,1,1.0,0.0625,-0.0125,0.003125,-0.1875,0.046875,0.0,1.0,0.0,-0.25,-0.199460327751988,0.0205380000000001,False,post-event metrics are labels/calibration targets; online policy may use only target/load/objective/T_slew/tau and precomputed proxy values
True,dense_long,10.0,60,4.76620200153932,-0.574047025575397,1,29.034,105.137663265574,9.44300229242621,10.8947022924262,12.3464022924262,10A,30.0,0.75,score_settle005,0.05,10.8947022924262,0.0,1.05137663265574,0.58068,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.029034,False,post-event metrics are labels/calibration targets; online policy may use only target/load/objective/T_slew/tau and precomputed proxy values
True,fine,10.0,62,4.73912126375797,-0.547343816873713,1,27.3860000000001,85.3659235830467,8.99378355229262,10.363083552292624,11.73238355229263,10A,30.0,0.75,score_settle005,0.05,10.363083552292624,0.05,0.853659235830467,0.547720000000002,1,1.0,0.0025,0.0025,0.000125,0.0375,0.001875,0.0,1.0,0.0,0.05,0.0426829617915233,0.0273860000000001,False,post-event metrics are labels/calibration targets; online policy may use only target/load/objective/T_slew/tau and precomputed proxy values
True,fine,10.0,64,4.73912126375797,-0.553352425639919,1,26.806,79.8608638549349,8.88969096649659,10.22999096649659,11.57029096649659,10A,30.0,0.75,score_settle005,0.05,10.22999096649659,0.1,0.798608638549349,0.53612,1,1.0,0.01,0.005,0.0005,0.075,0.0075,0.0,1.0,0.0,0.1,0.0798608638549349,0.026806,False,post-event metrics are labels/calibration targets; online policy may use only target/load/objective/T_slew/tau and precomputed proxy values
True,fine,10.0,66,4.72731862835063,-0.58614317505068,1,31.35,109.754374524763,9.50854929389657,11.07604929389657,12.64354929389657,10A,30.0,0.75,score_settle005,0.05,11.07604929389657,0.15,1.09754374524763,0.627,1,1.0,0.0225,0.0075,0.001125,0.1124999999999999,0.016875,0.0,1.0,0.0,0.15,0.1646315617871445,0.03135,False,post-event metrics are labels/calibration targets; online policy may use only target/load/objective/T_slew/tau and precomputed proxy values
True,fine,10.0,68,4.72731862835063,-0.568397576283686,1,29.1340000000001,90.213537699728,9.09998695862888,10.556686958628886,12.01338695862889,10A,30.0,0.75,score_settle005,0.05,10.556686958628886,0.2,0.90213537699728,0.582680000000002,1,1.0,0.04,0.01,0.002,0.15,0.03,0.0,1.0,0.0,0.2,0.180427075399456,0.0291340000000001,False,post-event metrics are labels/calibration targets; online policy may use only target/load/objective/T_slew/tau and precomputed proxy values
True,fine,10.0,70,4.67957001179586,-0.539329341692429,1,30.79,75.9411003028226,8.73772135954474,10.27722135954474,11.81672135954474,10A,30.0,0.75,score_settle005,0.05,10.27722135954474,0.25,0.7594110030282261,0.6158,1,1.0,0.0625,0.0125,0.003125,0.1875,0.046875,0.0,1.0,0.0,0.25,0.1898527507570565,0.03079,False,post-event metrics are labels/calibration targets; online policy may use only target/load/objective/T_slew/tau and precomputed proxy values
True,dense_long,10.0,80,4.63087064829415,-0.550516960481362,1,34.286,82.1829076099372,8.82504576097426,10.5393457609743,12.2536457609743,10A,30.0,0.75,score_settle005,0.05,10.5393457609743,0.5,0.8218290760993721,0.68572,1,1.0,0.25,0.025,0.0125,0.375,0.1875,0.0,1.0,0.0,0.5,0.410914538049686,0.034286,False,post-event metrics are labels/calibration targets; online policy may use only target/load/objective/T_slew/tau and precomputed proxy values
True,fine,10.0,84,4.63087064829415,-0.563127241137051,1,37.682,85.3699169914353,8.90139622925991,10.78549622925991,12.669596229259913,10A,30.0,0.75,score_settle005,0.05,10.78549622925991,0.6,0.853699169914353,0.7536400000000001,1,1.0,0.36,0.03,0.018,0.4499999999999999,0.27,0.0,1.0,0.0,0.6,0.5122195019486118,0.037682,False,post-event metrics are labels/calibration targets; online policy may use only target/load/objective/T_slew/tau and precomputed proxy values
True,fine,10.0,86,4.60382233665269,-0.557554828492401,1,38.788,82.2236878793438,8.80585092273196,10.74525092273196,12.68465092273196,10A,30.0,0.75,score_settle005,0.05,10.74525092273196,0.65,0.822236878793438,0.7757599999999999,1,1.0,0.4225,0.0325,0.021125,0.4875,0.316875,0.0,1.0,0.0,0.65,0.5344539712157347,0.0387879999999999,False,post-event metrics are labels/calibration targets; online policy may use only target/load/objective/T_slew/tau and precomputed proxy values
True,fine,10.0,88,4.60382233665269,-0.548929887930871,1,38.824,82.04342139712,8.79362065252596,10.73482065252596,12.67602065252596,10A,30.0,0.75,score_settle005,0.05,10.73482065252596,0.7,0.8204342139712,0.77648,1,1.0,0.4899999999999999,0.0349999999999999,0.0244999999999999,0.5249999999999999,0.3674999999999999,0.0,1.0,0.0,0.7,0.5743039497798399,0.038824,False,post-event metrics are labels/calibration targets; online policy may use only target/load/objective/T_slew/tau and precomputed proxy values
True,fine,10.0,90,4.60382233665269,-0.572864232271431,1,38.292,97.1049012859554,9.11878459464323,11.03338459464323,12.94798459464323,10A,30.0,0.75,score_settle005,0.05,11.03338459464323,0.75,0.971049012859554,0.7658400000000001,1,1.0,0.5625,0.0375,0.028125,0.5625,0.421875,0.0,1.0,0.0,0.75,0.7282867596446655,0.038292,False,post-event metrics are labels/calibration targets; online policy may use only target/load/objective/T_slew/tau and precomputed proxy values
True,fine,10.0,92,4.60382233665269,-0.552071191853742,1,40.572,88.2172335939625,8.92023820038568,10.948838200385682,12.97743820038568,10A,30.0,0.75,score_settle005,0.05,10.948838200385682,0.8,0.8821723359396251,0.81144,1,1.0,0.6400000000000001,0.04,0.032,0.6000000000000001,0.4800000000000001,0.0,1.0,0.0,0.8,0.7057378687517001,0.040572,False,post-event metrics are labels/calibration targets; online policy may use only target/load/objective/T_slew/tau and precomputed proxy values
True,dense_long,10.0,100,4.57679637764241,-0.574748610088882,1,45.676,101.157860079421,9.17470218931971,11.4585021893197,13.7423021893197,10A,30.0,0.75,score_settle005,0.05,11.4585021893197,1.0,1.01157860079421,0.91352,1,1.0,1.0,0.05,0.05,0.75,0.75,0.0,1.0,0.0,1.0,1.01157860079421,0.045676,False,post-event metrics are labels/calibration targets; online policy may use only target/load/objective/T_slew/tau and precomputed proxy values
True,dense_long,10.0,120,4.53410803498733,-0.563962023550801,1,53.222,90.7097302281097,8.91226466310032,11.5733646631003,14.2344646631003,10A,30.0,0.75,score_settle005,0.05,11.5733646631003,1.5,0.9070973022810972,1.06444,1,1.0,2.25,0.075,0.1125,1.125,1.6875,0.0,1.0,0.0,1.5,1.3606459534216455,0.053222,False,post-event metrics are labels/calibration targets; online policy may use only target/load/objective/T_slew/tau and precomputed proxy values
True,dense_long,10.0,20,5.74633523237844,-0.54830282670304,1,10.676,83.5119725209874,9.96487750950123,10.4986775095012,11.0324775095012,10A,30.0,0.75,score_settle010,0.1,11.0324775095012,-1.0,0.835119725209874,0.21352,1,1.0,1.0,-0.1,0.1,-0.75,0.75,0.0,1.0,0.0,-1.0,-0.835119725209874,0.021352,False,post-event metrics are labels/calibration targets; online policy may use only target/load/objective/T_slew/tau and precomputed proxy values
True,dense_long,10.0,30,5.25500364116427,-0.570905468897598,1,10.186,108.860001837568,10.0031091468132,10.5124091468132,11.0217091468132,10A,30.0,0.75,score_settle010,0.1,11.0217091468132,-0.75,1.08860001837568,0.20372,1,1.0,0.5625,-0.075,0.05625,-0.5625,0.421875,0.0,1.0,0.0,-0.75,-0.8164500137817601,0.020372,False,post-event metrics are labels/calibration targets; online policy may use only target/load/objective/T_slew/tau and precomputed proxy values
True,fine,10.0,32,5.18878165533221,-0.562518734228412,1,10.158,88.2482723669349,9.51626583689932,10.02416583689932,10.53206583689932,10A,30.0,0.75,score_settle010,0.1,10.53206583689932,-0.7,0.882482723669349,0.2031599999999999,1,1.0,0.4899999999999999,-0.0699999999999999,0.0489999999999999,-0.5249999999999999,0.3674999999999999,0.0,1.0,0.0,-0.7,-0.6177379065685442,0.020316,False,post-event metrics are labels/calibration targets; online policy may use only target/load/objective/T_slew/tau and precomputed proxy values
True,fine,10.0,34,5.14617078943369,-0.548709062765607,1,15.2280000000001,88.0342564174254,9.45556498054781,10.216964980547816,10.97836498054782,10A,30.0,0.75,score_settle010,0.1,10.97836498054782,-0.65,0.8803425641742539,0.304560000000002,1,1.0,0.4225,-0.065,0.04225,-0.4875,0.316875,0.0,1.0,0.0,-0.65,-0.572222666713265,0.0304560000000002,False,post-event metrics are labels/calibration targets; online policy may use only target/load/objective/T_slew/tau and precomputed proxy values
True,fine,10.0,35,5.11898044713011,-0.568419447597668,1,15.2600000000001,103.153937629081,9.75047864730939,10.513478647309396,11.2764786473094,10A,30.0,0.75,score_settle010,0.1,11.2764786473094,-0.625,1.03153937629081,0.3052000000000019,1,1.0,0.390625,-0.0625,0.0390625,-0.46875,0.29296875,0.0,1.0,0.0,-0.625,-0.6447121101817563,0.0305200000000002,False,post-event metrics are labels/calibration targets; online policy may use only target/load/objective/T_slew/tau and precomputed proxy values
True,fine,10.0,36,5.0918022187646,-0.574544109034236,1,15.314,100.557235323066,9.67749103426016,10.44319103426016,11.20889103426016,10A,30.0,0.75,score_settle010,0.1,11.20889103426016,-0.6,1.00557235323066,0.30628,1,1.0,0.36,-0.06,0.036,-0.4499999999999999,0.27,0.0,1.0,0.0,-0.6,-0.6033434119383959,0.030628,False,post-event metrics are labels/calibration targets; online policy may use only target/load/objective/T_slew/tau and precomputed proxy values
True,fine,10.0,38,5.053006358959,-0.543134050420835,1,17.5560000000001,87.5577731351425,9.34729587208269,10.225095872082694,11.1028958720827,10A,30.0,0.75,score_settle010,0.1,11.1028958720827,-0.55,0.875577731351425,0.351120000000002,1,1.0,0.3025,-0.055,0.03025,-0.4125,0.226875,0.0,1.0,0.0,-0.55,-0.4815677522432838,0.0351120000000002,False,post-event metrics are labels/calibration targets; online policy may use only target/load/objective/T_slew/tau and precomputed proxy values
True,dense_long,10.0,40,5.01028636671008,-0.54894246574877,1,17.534,91.29556151628,9.38514006278445,10.2618400627844,11.1385400627845,10A,30.0,0.75,score_settle010,0.1,11.1385400627845,-0.5,0.9129556151628,0.35068,1,1.0,0.25,-0.05,0.025,-0.375,0.1875,0.0,1.0,0.0,-0.5,-0.4564778075814,0.035068,False,post-event metrics are labels/calibration targets; online policy may use only target/load/objective/T_slew/tau and precomputed proxy values
True,dense_long,10.0,50,4.84748739227403,-0.538008058053707,1,20.5380000000001,79.7841311007952,8.98117807234364,10.0080780723436,11.0349780723436,10A,30.0,0.75,score_settle010,0.1,11.0349780723436,-0.25,0.797841311007952,0.410760000000002,1,1.0,0.0625,-0.025,0.00625,-0.1875,0.046875,0.0,1.0,0.0,-0.25,-0.199460327751988,0.0410760000000002,False,post-event metrics are labels/calibration targets; online policy may use only target/load/objective/T_slew/tau and precomputed proxy values
True,dense_long,10.0,60,4.76620200153932,-0.574047025575397,1,29.034,105.137663265574,9.44300229242621,10.8947022924262,12.3464022924262,10A,30.0,0.75,score_settle010,0.1,12.3464022924262,0.0,1.05137663265574,0.58068,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.058068,False,post-event metrics are labels/calibration targets; online policy may use only target/load/objective/T_slew/tau and precomputed proxy values
True,fine,10.0,62,4.73912126375797,-0.547343816873713,1,27.3860000000001,85.3659235830467,8.99378355229262,10.363083552292624,11.73238355229263,10A,30.0,0.75,score_settle010,0.1,11.73238355229263,0.05,0.853659235830467,0.547720000000002,1,1.0,0.0025,0.005,0.00025,0.0375,0.001875,0.0,1.0,0.0,0.05,0.0426829617915233,0.0547720000000002,False,post-event metrics are labels/calibration targets; online policy may use only target/load/objective/T_slew/tau and precomputed proxy values
True,fine,10.0,64,4.73912126375797,-0.553352425639919,1,26.806,79.8608638549349,8.88969096649659,10.22999096649659,11.57029096649659,10A,30.0,0.75,score_settle010,0.1,11.57029096649659,0.1,0.798608638549349,0.53612,1,1.0,0.01,0.01,0.001,0.075,0.0075,0.0,1.0,0.0,0.1,0.0798608638549349,0.053612,False,post-event metrics are labels/calibration targets; online policy may use only target/load/objective/T_slew/tau and precomputed proxy values
True,fine,10.0,66,4.72731862835063,-0.58614317505068,1,31.35,109.754374524763,9.50854929389657,11.07604929389657,12.64354929389657,10A,30.0,0.75,score_settle010,0.1,12.64354929389657,0.15,1.09754374524763,0.627,1,1.0,0.0225,0.015,0.00225,0.1124999999999999,0.016875,0.0,1.0,0.0,0.15,0.1646315617871445,0.0627,False,post-event metrics are labels/calibration targets; online policy may use only target/load/objective/T_slew/tau and precomputed proxy values
True,fine,10.0,68,4.72731862835063,-0.568397576283686,1,29.1340000000001,90.213537699728,9.09998695862888,10.556686958628886,12.01338695862889,10A,30.0,0.75,score_settle010,0.1,12.01338695862889,0.2,0.90213537699728,0.582680000000002,1,1.0,0.04,0.02,0.004,0.15,0.03,0.0,1.0,0.0,0.2,0.180427075399456,0.0582680000000002,False,post-event metrics are labels/calibration targets; online policy may use only target/load/objective/T_slew/tau and precomputed proxy values
