target_label,target_load_A,load_drop_norm,ref_slew_us,skip_count_est,final_phase_spacing_std_ns,settle_time_us,undershoot_mV,source_grid,baseline_skip_count,excess_skip_count,alpha_settle,proxy_type,deployable_inputs,deployment_boundary
near0A,0.001,0.999975,34,2,115.875422917873,19.4220000000001,11.1577654442028,fine,2,0,0.0,offline_calibrated_grid_table,"target_load_A, load_drop_norm, ref_slew_us; tau_AI used as safety margin",usable as a precomputed supervisor table for measured grid points; interpolation and hardware transfer need separate validation
near0A,0.001,0.999975,35,2,103.952842906669,19.444,11.0926204577509,fine,2,0,0.0,offline_calibrated_grid_table,"target_load_A, load_drop_norm, ref_slew_us; tau_AI used as safety margin",usable as a precomputed supervisor table for measured grid points; interpolation and hardware transfer need separate validation
near0A,0.001,0.999975,36,2,116.025989773311,19.506,11.0600579649683,fine,2,0,0.0,offline_calibrated_grid_table,"target_load_A, load_drop_norm, ref_slew_us; tau_AI used as safety margin",usable as a precomputed supervisor table for measured grid points; interpolation and hardware transfer need separate validation
near0A,0.001,0.999975,38,2,93.1497017462465,21.702,10.9624104996224,fine,2,0,0.0,offline_calibrated_grid_table,"target_load_A, load_drop_norm, ref_slew_us; tau_AI used as safety margin",usable as a precomputed supervisor table for measured grid points; interpolation and hardware transfer need separate validation
near0A,0.001,0.999975,40,2,110.846160114824,21.8220000000001,10.8973455449204,dense_long,2,0,0.0,offline_calibrated_grid_table,"target_load_A, load_drop_norm, ref_slew_us; tau_AI used as safety margin",usable as a precomputed supervisor table for measured grid points; interpolation and hardware transfer need separate validation
near0A,0.001,0.999975,50,2,107.871170356059,27.03,10.5724213755286,dense_long,2,0,0.0,offline_calibrated_grid_table,"target_load_A, load_drop_norm, ref_slew_us; tau_AI used as safety margin",usable as a precomputed supervisor table for measured grid points; interpolation and hardware transfer need separate validation
near0A,0.001,0.999975,60,2,90.2632695423331,35.33,10.4520288239951,dense_long,2,0,0.0,offline_calibrated_grid_table,"target_load_A, load_drop_norm, ref_slew_us; tau_AI used as safety margin",usable as a precomputed supervisor table for measured grid points; interpolation and hardware transfer need separate validation
near0A,0.001,0.999975,62,2,115.15068669718,35.97,10.3453721452725,fine,2,0,0.0,offline_calibrated_grid_table,"target_load_A, load_drop_norm, ref_slew_us; tau_AI used as safety margin",usable as a precomputed supervisor table for measured grid points; interpolation and hardware transfer need separate validation
near0A,0.001,0.999975,64,2,99.3214859724614,38.378,10.3129633029257,fine,2,0,0.0,offline_calibrated_grid_table,"target_load_A, load_drop_norm, ref_slew_us; tau_AI used as safety margin",usable as a precomputed supervisor table for measured grid points; interpolation and hardware transfer need separate validation
near0A,0.001,0.999975,66,2,102.486300050697,38.3660000000001,10.3129633029257,fine,2,0,0.0,offline_calibrated_grid_table,"target_load_A, load_drop_norm, ref_slew_us; tau_AI used as safety margin",usable as a precomputed supervisor table for measured grid points; interpolation and hardware transfer need separate validation
near0A,0.001,0.999975,68,2,91.2429324770844,40.678,10.2805661426195,fine,2,0,0.0,offline_calibrated_grid_table,"target_load_A, load_drop_norm, ref_slew_us; tau_AI used as safety margin",usable as a precomputed supervisor table for measured grid points; interpolation and hardware transfer need separate validation
near0A,0.001,0.999975,70,3,96.0048925522683,40.7680000000001,10.2481706889723,fine,2,1,0.0,offline_calibrated_grid_table,"target_load_A, load_drop_norm, ref_slew_us; tau_AI used as safety margin",usable as a precomputed supervisor table for measured grid points; interpolation and hardware transfer need separate validation
near0A,0.001,0.999975,80,2,123.524411768886,47.812,10.1510195226028,dense_long,2,0,0.0,offline_calibrated_grid_table,"target_load_A, load_drop_norm, ref_slew_us; tau_AI used as safety margin",usable as a precomputed supervisor table for measured grid points; interpolation and hardware transfer need separate validation
near0A,0.001,0.999975,84,2,120.725960653766,50.1540000000001,10.1186508602842,fine,2,0,0.0,offline_calibrated_grid_table,"target_load_A, load_drop_norm, ref_slew_us; tau_AI used as safety margin",usable as a precomputed supervisor table for measured grid points; interpolation and hardware transfer need separate validation
near0A,0.001,0.999975,86,2,106.937038966222,50.2240000000001,10.0862888988401,fine,2,0,0.0,offline_calibrated_grid_table,"target_load_A, load_drop_norm, ref_slew_us; tau_AI used as safety margin",usable as a precomputed supervisor table for measured grid points; interpolation and hardware transfer need separate validation
near0A,0.001,0.999975,88,2,105.64367783638,52.528,10.0862888988401,fine,2,0,0.0,offline_calibrated_grid_table,"target_load_A, load_drop_norm, ref_slew_us; tau_AI used as safety margin",usable as a precomputed supervisor table for measured grid points; interpolation and hardware transfer need separate validation
near0A,0.001,0.999975,90,2,115.36871063528,52.576,10.0539336391869,fine,2,0,0.0,offline_calibrated_grid_table,"target_load_A, load_drop_norm, ref_slew_us; tau_AI used as safety margin",usable as a precomputed supervisor table for measured grid points; interpolation and hardware transfer need separate validation
near0A,0.001,0.999975,92,2,98.5680813793168,53.058,10.0539336391869,fine,2,0,0.0,offline_calibrated_grid_table,"target_load_A, load_drop_norm, ref_slew_us; tau_AI used as safety margin",usable as a precomputed supervisor table for measured grid points; interpolation and hardware transfer need separate validation
near0A,0.001,0.999975,100,2,102.831700280812,59.0160000000001,10.2483240192142,dense_long,2,0,0.0,offline_calibrated_grid_table,"target_load_A, load_drop_norm, ref_slew_us; tau_AI used as safety margin",usable as a precomputed supervisor table for measured grid points; interpolation and hardware transfer need separate validation
near0A,0.001,0.999975,120,2,118.430103411982,71.408,9.89225790458803,dense_long,2,0,0.0,offline_calibrated_grid_table,"target_load_A, load_drop_norm, ref_slew_us; tau_AI used as safety margin",usable as a precomputed supervisor table for measured grid points; interpolation and hardware transfer need separate validation
