target_load_A,load_drop_A,load_drop_norm,objective_alpha_settle,objective_label,tau_ai_us,delay_events,event_period_us_assumed,selected_ref_slew_us,undershoot_mV,final_vout_error_mV,skip_count_est,settle_time_us,phase_spacing_std_ns,base_score,objective_score,source
10.0,30.0,0.75,0.0,base_score,0.0,0,0.5,80.0,4.63087064829415,-0.550516960481362,1.0,34.286,82.1829076099372,8.82504576097426,8.82504576097426,"Simulink dense+long sweep oracle label; tau_ai is deployment-context feature, not a Simulink delay dimension"
10.0,30.0,0.75,0.0,base_score,0.5,1,0.5,80.0,4.63087064829415,-0.550516960481362,1.0,34.286,82.1829076099372,8.82504576097426,8.82504576097426,"Simulink dense+long sweep oracle label; tau_ai is deployment-context feature, not a Simulink delay dimension"
10.0,30.0,0.75,0.0,base_score,1.0,2,0.5,80.0,4.63087064829415,-0.550516960481362,1.0,34.286,82.1829076099372,8.82504576097426,8.82504576097426,"Simulink dense+long sweep oracle label; tau_ai is deployment-context feature, not a Simulink delay dimension"
10.0,30.0,0.75,0.0,base_score,2.0,4,0.5,80.0,4.63087064829415,-0.550516960481362,1.0,34.286,82.1829076099372,8.82504576097426,8.82504576097426,"Simulink dense+long sweep oracle label; tau_ai is deployment-context feature, not a Simulink delay dimension"
10.0,30.0,0.75,0.0,base_score,5.0,10,0.5,80.0,4.63087064829415,-0.550516960481362,1.0,34.286,82.1829076099372,8.82504576097426,8.82504576097426,"Simulink dense+long sweep oracle label; tau_ai is deployment-context feature, not a Simulink delay dimension"
10.0,30.0,0.75,0.05,settling_weight_0p05,0.0,0,0.5,50.0,4.84748739227403,-0.538008058053707,1.0,20.5380000000001,79.7841311007952,8.98117807234364,10.0080780723436,"Simulink dense+long sweep oracle label; tau_ai is deployment-context feature, not a Simulink delay dimension"
10.0,30.0,0.75,0.05,settling_weight_0p05,0.5,1,0.5,50.0,4.84748739227403,-0.538008058053707,1.0,20.5380000000001,79.7841311007952,8.98117807234364,10.0080780723436,"Simulink dense+long sweep oracle label; tau_ai is deployment-context feature, not a Simulink delay dimension"
10.0,30.0,0.75,0.05,settling_weight_0p05,1.0,2,0.5,50.0,4.84748739227403,-0.538008058053707,1.0,20.5380000000001,79.7841311007952,8.98117807234364,10.0080780723436,"Simulink dense+long sweep oracle label; tau_ai is deployment-context feature, not a Simulink delay dimension"
10.0,30.0,0.75,0.05,settling_weight_0p05,2.0,4,0.5,50.0,4.84748739227403,-0.538008058053707,1.0,20.5380000000001,79.7841311007952,8.98117807234364,10.0080780723436,"Simulink dense+long sweep oracle label; tau_ai is deployment-context feature, not a Simulink delay dimension"
10.0,30.0,0.75,0.05,settling_weight_0p05,5.0,10,0.5,50.0,4.84748739227403,-0.538008058053707,1.0,20.5380000000001,79.7841311007952,8.98117807234364,10.0080780723436,"Simulink dense+long sweep oracle label; tau_ai is deployment-context feature, not a Simulink delay dimension"
10.0,30.0,0.75,0.1,settling_weight_0p10,0.0,0,0.5,30.0,5.25500364116427,-0.570905468897598,1.0,10.186,108.860001837568,10.0031091468132,11.0217091468132,"Simulink dense+long sweep oracle label; tau_ai is deployment-context feature, not a Simulink delay dimension"
10.0,30.0,0.75,0.1,settling_weight_0p10,0.5,1,0.5,30.0,5.25500364116427,-0.570905468897598,1.0,10.186,108.860001837568,10.0031091468132,11.0217091468132,"Simulink dense+long sweep oracle label; tau_ai is deployment-context feature, not a Simulink delay dimension"
10.0,30.0,0.75,0.1,settling_weight_0p10,1.0,2,0.5,30.0,5.25500364116427,-0.570905468897598,1.0,10.186,108.860001837568,10.0031091468132,11.0217091468132,"Simulink dense+long sweep oracle label; tau_ai is deployment-context feature, not a Simulink delay dimension"
10.0,30.0,0.75,0.1,settling_weight_0p10,2.0,4,0.5,30.0,5.25500364116427,-0.570905468897598,1.0,10.186,108.860001837568,10.0031091468132,11.0217091468132,"Simulink dense+long sweep oracle label; tau_ai is deployment-context feature, not a Simulink delay dimension"
10.0,30.0,0.75,0.1,settling_weight_0p10,5.0,10,0.5,30.0,5.25500364116427,-0.570905468897598,1.0,10.186,108.860001837568,10.0031091468132,11.0217091468132,"Simulink dense+long sweep oracle label; tau_ai is deployment-context feature, not a Simulink delay dimension"
0.001,39.999,0.9999750000000001,0.0,base_score,0.0,0,0.5,60.0,10.4520288239951,-0.543378455996946,2.0,35.33,90.2632695423331,16.8006726708387,16.8006726708387,"Simulink dense+long sweep oracle label; tau_ai is deployment-context feature, not a Simulink delay dimension"
0.001,39.999,0.9999750000000001,0.0,base_score,0.5,1,0.5,60.0,10.4520288239951,-0.543378455996946,2.0,35.33,90.2632695423331,16.8006726708387,16.8006726708387,"Simulink dense+long sweep oracle label; tau_ai is deployment-context feature, not a Simulink delay dimension"
0.001,39.999,0.9999750000000001,0.0,base_score,1.0,2,0.5,60.0,10.4520288239951,-0.543378455996946,2.0,35.33,90.2632695423331,16.8006726708387,16.8006726708387,"Simulink dense+long sweep oracle label; tau_ai is deployment-context feature, not a Simulink delay dimension"
0.001,39.999,0.9999750000000001,0.0,base_score,2.0,4,0.5,60.0,10.4520288239951,-0.543378455996946,2.0,35.33,90.2632695423331,16.8006726708387,16.8006726708387,"Simulink dense+long sweep oracle label; tau_ai is deployment-context feature, not a Simulink delay dimension"
0.001,39.999,0.9999750000000001,0.0,base_score,5.0,10,0.5,60.0,10.4520288239951,-0.543378455996946,2.0,35.33,90.2632695423331,16.8006726708387,16.8006726708387,"Simulink dense+long sweep oracle label; tau_ai is deployment-context feature, not a Simulink delay dimension"
0.001,39.999,0.9999750000000001,0.05,settling_weight_0p05,0.0,0,0.5,60.0,10.4520288239951,-0.543378455996946,2.0,35.33,90.2632695423331,16.8006726708387,18.5671726708387,"Simulink dense+long sweep oracle label; tau_ai is deployment-context feature, not a Simulink delay dimension"
0.001,39.999,0.9999750000000001,0.05,settling_weight_0p05,0.5,1,0.5,60.0,10.4520288239951,-0.543378455996946,2.0,35.33,90.2632695423331,16.8006726708387,18.5671726708387,"Simulink dense+long sweep oracle label; tau_ai is deployment-context feature, not a Simulink delay dimension"
0.001,39.999,0.9999750000000001,0.05,settling_weight_0p05,1.0,2,0.5,60.0,10.4520288239951,-0.543378455996946,2.0,35.33,90.2632695423331,16.8006726708387,18.5671726708387,"Simulink dense+long sweep oracle label; tau_ai is deployment-context feature, not a Simulink delay dimension"
0.001,39.999,0.9999750000000001,0.05,settling_weight_0p05,2.0,4,0.5,60.0,10.4520288239951,-0.543378455996946,2.0,35.33,90.2632695423331,16.8006726708387,18.5671726708387,"Simulink dense+long sweep oracle label; tau_ai is deployment-context feature, not a Simulink delay dimension"
0.001,39.999,0.9999750000000001,0.05,settling_weight_0p05,5.0,10,0.5,60.0,10.4520288239951,-0.543378455996946,2.0,35.33,90.2632695423331,16.8006726708387,18.5671726708387,"Simulink dense+long sweep oracle label; tau_ai is deployment-context feature, not a Simulink delay dimension"
0.001,39.999,0.9999750000000001,0.1,settling_weight_0p10,0.0,0,0.5,30.0,11.5919004786901,-0.560538190342741,2.0,14.796,107.601256046834,18.3044637899695,19.7840637899695,"Simulink dense+long sweep oracle label; tau_ai is deployment-context feature, not a Simulink delay dimension"
0.001,39.999,0.9999750000000001,0.1,settling_weight_0p10,0.5,1,0.5,30.0,11.5919004786901,-0.560538190342741,2.0,14.796,107.601256046834,18.3044637899695,19.7840637899695,"Simulink dense+long sweep oracle label; tau_ai is deployment-context feature, not a Simulink delay dimension"
0.001,39.999,0.9999750000000001,0.1,settling_weight_0p10,1.0,2,0.5,30.0,11.5919004786901,-0.560538190342741,2.0,14.796,107.601256046834,18.3044637899695,19.7840637899695,"Simulink dense+long sweep oracle label; tau_ai is deployment-context feature, not a Simulink delay dimension"
0.001,39.999,0.9999750000000001,0.1,settling_weight_0p10,2.0,4,0.5,30.0,11.5919004786901,-0.560538190342741,2.0,14.796,107.601256046834,18.3044637899695,19.7840637899695,"Simulink dense+long sweep oracle label; tau_ai is deployment-context feature, not a Simulink delay dimension"
0.001,39.999,0.9999750000000001,0.1,settling_weight_0p10,5.0,10,0.5,30.0,11.5919004786901,-0.560538190342741,2.0,14.796,107.601256046834,18.3044637899695,19.7840637899695,"Simulink dense+long sweep oracle label; tau_ai is deployment-context feature, not a Simulink delay dimension"
